"","Última Execução","Álbum Artista","Album","Artista","Título","Ano","classificação","Gênero","Compositor","Agrupar","Faixa #","Nota","BPM","Duração","Bit rate","ReplayGain","","Data Adicionada","LOCALIZAÇÃO","Comentário","Color"
"0","","","Phuthuma","Cyfred/Scotts Maphuma","Phuthuma","2024","5","","","","","7A","113.0000","5:06","128","-5.37138 dB","mp3","2025-08-03T17:03:37.494","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Phuthuma.mp3","",""
"0","","","Love Again (feat. Sauti Sol)","C4 Pedro/Sauti Sol","Love Again (feat. Sauti Sol)","2015","0","","","","","7A","88.0000","4:17","128","-9.46883 dB","mp3","2025-08-03T17:03:37.521","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Love Again (feat. Sauti Sol).mp3","",""
"0","","","","","a-star-balaya","","0","","","","","4A","127.0000","2:38","128","-6.60039 dB","mp3","2025-08-03T17:03:37.531","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/a-star-balaya.mp3","",""
"0","","","","","oxlade-ku-lo-sa","","0","","","","","3B","93.0000","2:46","128","-7.85428 dB","mp3","2025-08-03T17:03:37.541","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/oxlade-ku-lo-sa.mp3","",""
"0","","","","Savage fr. Victony","Rosemary","","0","","","","","1A","103.0000","3:07","128","-5.4315 dB","mp3","2025-08-03T17:03:37.550","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/savage-and-victony-rosemary-official.mp3","",""
"0","","","","Victony","Jolene","","0","","","","","8A","110.0000","2:55","128","-9.08792 dB","mp3","2025-08-03T17:03:37.559","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/victony-jolene.mp3","",""
"0","","","","Guiltybeatz ft. Mr Eazi, Patapaa and Pappy Kojo","AKWAABA","","0","","","","","7A","123.0000","3:27","128","-10.3708 dB","mp3","2025-08-03T17:03:37.569","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/akwaaba-guiltybeatz-mr-eazi-patapaa-and-pappy-kojo.mp3","",""
"0","","","","","lava-lava-tajiri","","0","","","","","4A","113.0000","3:00","128","-10.419 dB","mp3","2025-08-03T17:03:37.587","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/lava-lava-tajiri.mp3","",""
"0","","","","","loui-hennessy","","0","","","","","11A","94.0000","3:24","128","-7.92894 dB","mp3","2025-08-03T17:03:37.596","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/loui-hennessy.mp3","",""
"0","","","","Diamond Platnumz","Gidi","","0","","","","","5A","99.0000","2:47","128","-8.42726 dB","mp3","2025-08-03T17:03:37.606","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/diamond-platnumz-gidi.mp3","",""
"0","","","","","zuchu-honey","","0","","","","","9A","122.0000","2:20","128","-7.62305 dB","mp3","2025-08-03T17:03:37.615","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/zuchu-honey.mp3","",""
"0","","","","","preto-show-ta-baixar-ft-mids-brazuca-teo-no-beat-dj-helio-baiano-dj-black-spygo","","0","","","","","10A","128.0000","3:21","128","-6.97011 dB","mp3","2025-08-03T17:03:37.625","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/preto-show-ta-baixar-ft-mids-brazuca-teo-no-beat-dj-helio-baiano-dj-black-spygo.mp3","",""
"0","","","","","preto-show-problema","","0","","","","","10A","104.0000","2:59","128","-8.07457 dB","mp3","2025-08-03T17:03:37.634","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/preto-show-problema.mp3","",""
"0","","","","","preto-show-pedra-feat-filho-do-zua-uami-ndongadas","","0","","","","","9A","100.0000","3:07","128","-8.64705 dB","mp3","2025-08-03T17:03:37.643","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/preto-show-pedra-feat-filho-do-zua-uami-ndongadas.mp3","",""
"0","","","","","tassia-reis-shonda","","0","","","","","4A","149.9726","5:39","128","-7.17523 dB","mp3","2025-08-03T17:03:37.652","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/tassia-reis-shonda.mp3","",""
"0","","","","","tiwa-savage-koroba","","0","","","","","10A","103.8890","2:42","128","-3.57852 dB","mp3","2025-08-03T17:03:37.661","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/tiwa-savage-koroba.mp3","",""
"0","","","","","rachel-reis-yan-cloud-zamba-cuper-20h","","0","","","","","8B","110.0000","2:16","128","-4.83911 dB","mp3","2025-08-03T17:03:37.670","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/rachel-reis-yan-cloud-zamba-cuper-20h.mp3","",""
"0","","","","","celo-dut-ilhada-bandele","","0","","","","","4A","100.0000","2:24","128","-0.0136929 dB","mp3","2025-08-03T17:03:37.680","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/celo-dut-ilhada-bandele.mp3","",""
"0","","","","","burna-boy-ye","","0","","","","","5A","202.0000","3:53","128","-7.04587 dB","mp3","2025-08-03T17:03:37.689","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/burna-boy-ye.mp3","",""
"0","","","","","burna-boy-on-the-low","","0","","","","","12A","100.0000","3:22","128","-4.65889 dB","mp3","2025-08-03T17:03:37.698","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/burna-boy-on-the-low.mp3","",""
"0","","","","Rema","Woman","","0","","","","","10A","113.0000","3:59","128","-7.98951 dB","mp3","2025-08-03T17:03:37.707","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/rema-woman.mp3","",""
"1","2025-08-03T17:18:03.000","","","Tekno","Pana","","0","","","","","11B","100.0125","4:12","128","-6.99946 dB","mp3","2025-08-03T17:03:37.716","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/tekno-pana.mp3","",""
"0","","","","Runtown","Energy","","0","","","","","11A","106.0000","3:18","128","-5.62242 dB","mp3","2025-08-03T17:03:37.725","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/runtown-energy-official.mp3","",""
"0","","","","Reekado Banks","Rora","","0","","","","","6A","92.0000","3:54","128","-7.22715 dB","mp3","2025-08-03T17:03:37.734","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/reekado-banks-rora.mp3","",""
"0","","","","","omah-lay-understand","","0","","","","","7A","100.0000","3:07","128","-7.7001 dB","mp3","2025-08-03T17:03:37.743","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/omah-lay-understand.mp3","",""
"0","","","","Diamond Platnumz","Jeje","","0","","","","","12A","98.0000","3:18","128","-10.6625 dB","mp3","2025-08-03T17:03:37.752","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/diamond-platnumz-jeje.mp3","",""
"0","","","","","Rema-corny","","0","","","","","7B","95.0000","3:47","128","-8.91653 dB","mp3","2025-08-03T17:03:37.761","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Rema-corny.mp3","",""
"0","","","","","runtown-for-life","","0","","","","","6B","103.0000","3:52","128","-9.50251 dB","mp3","2025-08-03T17:03:37.771","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/runtown-for-life.mp3","",""
"0","","","","","rema-soundgasm","","0","","","","","12A","100.0000","3:38","128","-6.82823 dB","mp3","2025-08-03T17:03:37.780","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/rema-soundgasm.mp3","",""
"0","","","","","ckay-love-nwantiti-remix-ft-joeboy-and-kuami-eugene","","0","","","","","4A","93.0000","3:13","128","-8.84091 dB","mp3","2025-08-03T17:03:37.789","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/ckay-love-nwantiti-remix-ft-joeboy-and-kuami-eugene.mp3","",""
"0","","","","Wizkid","Joro","","0","","","","","7A","95.0000","4:23","128","-7.94653 dB","mp3","2025-08-03T17:03:37.798","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/wizkid-joro.mp3","",""
"0","","","","Tems","Mr Rebel (Ndani Sessions)","","0","","","","","6B","127.0000","5:07","128","-4.79231 dB","mp3","2025-08-03T17:03:37.807","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/tems-performs-mr-rebel.mp3","",""
"0","","","","DJ Maphorisa ft. Visca","Ba Straata","","0","","","","","5B","112.0000","2:54","128","-5.70411 dB","mp3","2025-08-03T17:03:37.817","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/dj-maphorisa-and-visca-ba-straata.mp3","",""
"0","","","","ShaunMusiq & Ftears","Bhebha","","0","","","","","6A","114.0000","3:41","128","-5.32791 dB","mp3","2025-08-03T17:03:37.826","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/ShaunMusiq & Ftears-bhebha.mp3","",""
"0","","","","","myztro-and-daliwonga-juku","","0","","","","","2A","112.0000","2:20","128","-2.12848 dB","mp3","2025-08-03T17:03:37.835","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/myztro-and-daliwonga-juku.mp3","",""
"0","","","","","larissa-luz-hipnose","","0","","","","","9A","150.0000","3:27","128","-9.0138 dB","mp3","2025-08-03T17:03:37.844","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/larissa-luz-hipnose.mp3","",""
"0","","","","","tyla-water-live-vevo-dscvr","","0","","","","","2B","117.0000","3:20","128","-8.45953 dB","mp3","2025-08-03T17:03:37.853","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/tyla-water-live-vevo-dscvr.mp3","",""
"0","","","","","tiwa-savage-asake-loaded","","0","","","","","8A","114.0242","2:49","128","-8.0094 dB","mp3","2025-08-03T17:03:37.863","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/tiwa-savage-asake-loaded.mp3","",""
"0","","","","","lojay-x-sarz-monalisa","","0","","","","","3A","113.0000","3:34","128","-8.42101 dB","mp3","2025-08-03T17:03:37.872","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/lojay-x-sarz-monalisa.mp3","",""
"0","","","","","amaarae-reckless-and-sweet","","0","","","","","5A","98.0000","2:39","128","-6.11326 dB","mp3","2025-08-03T17:03:37.881","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/amaarae-reckless-and-sweet.mp3","",""
"0","","","","","jessie-woo-relem","","0","","","","","5B","96.0000","3:05","128","-10.3663 dB","mp3","2025-08-03T17:03:37.890","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/jessie-woo-relem.mp3","",""
"1","2025-08-24T13:09:39.000","","","Asake","Remember","","0","","","","","6A","112.0000","3:28","128","-8.14974 dB","mp3","2025-08-03T17:03:37.899","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/asake-remember.mp3","",""
"0","","","","Ir Sais","Dream Girl","","0","","","","","7B","85.0000","2:46","128","-5.78247 dB","mp3","2025-08-03T17:03:37.908","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/ir-sais-dream-girl.mp3","",""
"0","","","","","coruja-bc1-oz","","0","","","","","9A","125.0000","2:56","128","-6.83589 dB","mp3","2025-08-03T17:03:37.917","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/coruja-bc1-oz.mp3","",""
"0","","","","","burna-boy-real-life-feat-stormzy","","0","","","","","8B","132.0000","5:33","128","-5.69129 dB","mp3","2025-08-03T17:03:37.926","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/burna-boy-real-life-feat-stormzy.mp3","",""
"0","","","","","nenny-tequila","","0","","","","","6B","99.0000","3:20","320","-6.45848 dB","mp3","2025-08-03T17:03:37.935","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/nenny-tequila.mp3","",""
"1","2025-08-28T20:14:09.000","","Jujupiano La Presido","Smur Lee/Richiemusic","Jujupiano","2025","0","","","","","7A","114.0000","2:09","320","-5.76062 dB","mp3","2025-08-28T18:05:46.742","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Jujupiano.mp3","",""
"1","2025-08-28T20:16:01.000","","3 Step To Funk","Sponge 101/Soul Nativez/Kabza De Small","3 Step To Funk","2024","5","","","","","3A","115.0000","6:44","320","-5.25279 dB","mp3","2025-08-28T18:05:51.052","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/3 Step To Funk.mp3","",""
"1","2025-08-28T19:23:49.000","","good kid, m.A.A.d city (Deluxe)","Kendrick Lamar","Bitch, Don’t Kill My Vibe","2012","5","","","","","4B","134.0000","5:10","320","-6.12774 dB","mp3","2025-08-28T18:06:01.421","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Bitch, Don’t Kill My Vibe.mp3","",""
"1","2025-08-28T18:12:45.000","","Afro Therapy","Bantu/Dr. Chaii/Pabi Cooper","Down Low","2023","0","","","","","7A","113.0000","2:51","320","-8.92994 dB","mp3","2025-08-28T18:06:01.444","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Down Low.mp3","",""
"2","2025-09-07T13:05:29.424","","1 WORK (Remix)","Zhus Jdo/Famous Pluto/Smur Lee","1 WORK - Remix","2025","0","","","","","2A","110.0000","2:16","320","-7.76704 dB","mp3","2025-08-28T18:06:01.565","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/1 WORK - Remix.mp3","",""
"2","2025-09-07T13:03:03.000","","Management","Smur Lee/BIGKHALID","Management","2025","0","","","","","1A","112.0000","2:35","320","-7.27827 dB","mp3","2025-08-28T18:06:01.810","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Management.mp3","",""
"1","2025-08-28T20:08:11.000","","Alele","Seyi Shay/Flavour/Dj Consequence","Alele","2018","0","","","","","7B","100.0000","3:52","320","-12.143 dB","mp3","2025-08-28T18:06:01.991","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Alele.mp3","",""
"1","2025-08-28T18:57:59.000","","Assignment","Dj Consequence/Olamide","Assignment","2017","0","","","","","9B","123.0000","3:53","320","-8.83046 dB","mp3","2025-08-28T18:06:02.126","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Assignment.mp3","",""
"2","2025-09-07T12:56:57.000","","More Kashcoming, Vol. 2 (Deluxe)","Kashcoming","All My Money","2024","5","","","","","8A","112.0000","2:55","320","-9.47626 dB","mp3","2025-08-28T18:06:02.148","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/All My Money.mp3","",""
"1","2025-08-28T19:16:31.000","","Trumpet","Kashcoming/Dwillsharmony","Trumpet","2025","5","","","","","1A","120.0000","2:10","320","-4.38528 dB","mp3","2025-08-28T18:06:02.191","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Trumpet.mp3","",""
"1","2025-08-28T19:21:15.000","","More Kashcoming, Vol. 2 (Deluxe)","Kashcoming/Tml Vibez/Dj 4kerty","Logba","2024","0","","","","","4A","115.0000","2:53","320","-8.5998 dB","mp3","2025-08-28T18:06:02.258","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Logba.mp3","",""
"1","2025-08-28T19:03:41.000","","Conexões Angola & Brasil","Helio Baiano/DJ Tarico","Cura","2020","5","","","","","5A","128.0000","3:07","320","-6.6535 dB","mp3","2025-08-28T18:06:02.279","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Cura.mp3","",""
"1","2025-08-28T19:18:27.000","","How Low (Remix)","Kashcoming/Seyi Vibez","How Low (Remix)","2024","0","","","","","8A","112.0000","3:02","320","-9.20944 dB","mp3","2025-08-28T18:06:02.301","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/How Low (Remix).mp3","",""
"1","2025-08-28T18:15:19.000","","THE THIRD STEP","Blak Dave","NEW SPRINT","2024","0","","","","","2A","120.0000","7:28","320","-6.53736 dB","mp3","2025-08-28T18:06:02.345","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/NEW SPRINT.mp3","",""
"1","2025-08-28T18:08:43.000","","Zero Panic, Vol. 2","Balloranking/Kashcoming/Runtown","Okay","2024","0","","","","","8A","112.0000","3:10","320","-8.44259 dB","mp3","2025-08-28T18:06:02.390","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Okay.mp3","",""
"1","2025-08-28T18:30:33.000","","THE THIRD STEP","Blak Dave/KEVIN LNDN","IGOKE","2024","0","","","","","7A","118.0000","4:04","320","-10.8744 dB","mp3","2025-08-28T18:06:02.433","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/IGOKE.mp3","",""
"1","2025-08-28T19:01:15.000","","Oblee (Remix)","Dj Yk Mule/Slimcase/Kashcoming/Qdot","Oblee (Remix)","2024","0","","","","","11A","120.0000","2:40","320","-9.42462 dB","mp3","2025-08-28T18:06:02.610","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Oblee (Remix).mp3","",""
"1","2025-08-28T19:14:25.000","","More Kashcoming, Vol. 2 (Deluxe)","Kashcoming/Balloranking","Focus","2024","0","","","","","4B","113.0000","2:21","320","-8.1166 dB","mp3","2025-08-28T18:06:02.656","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Focus.mp3","",""
"1","2025-08-28T18:22:53.000","","THE THIRD STEP","Blak Dave","STEPPING STONE","2024","0","","","","","5A","120.0000","8:32","320","-8.36746 dB","mp3","2025-08-28T18:06:02.677","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/STEPPING STONE.mp3","",""
"1","2025-08-28T18:34:25.000","","THE THIRD STEP","Blak Dave/Tobi Peter/Ifeme C.S.","KALABUNGU","2024","0","","","","","7A","118.0000","5:25","320","-7.11735 dB","mp3","2025-08-28T18:06:02.698","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/KALABUNGU.mp3","",""
"0","","","Nigerian Beats","Sola Akingbola","Witch Dance","2013","0","","","","","2A","110.0000","3:47","320","-3.18612 dB","mp3","2025-08-28T20:16:15.305","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Witch Dance.mp3","",""
"0","","","Abafana Bomdanso","We Dem Boyz/General C'mamane","Tossing and Turning","2025","0","","","","","9A","125.0000","5:45","320","-9.94904 dB","mp3","2025-08-28T20:16:15.327","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Tossing and Turning.mp3","",""
"0","","","The Biggest Ragga Dancehall Anthems 2000","Capleton","Who Dem","2000","0","","","","","1A","88.0235","3:37","320","-7.95476 dB","mp3","2025-08-28T20:16:15.393","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Who Dem.mp3","",""
"0","","","Rebound (feat. Ceeka RSA)","Nandipha808/Ceeka RSA/DEMOLA","Forgive Our Trespasses (feat. Ceeka RSA)","2023","0","","","","","3A","113.0000","7:40","320","-5.88069 dB","mp3","2025-08-28T20:16:15.414","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Forgive Our Trespasses (feat. Ceeka RSA).mp3","",""
"0","","","Rebound (feat. Ceeka RSA)","Nandipha808/Ceeka RSA/Bhejane/Felo Le Tee/Thando","Baba Ka Gurl (feat. Felo Le Tee, Bhejane, Thando, Ceeka RSA)","2023","0","","","","","5A","113.0000","7:22","320","-8.665 dB","mp3","2025-08-28T20:16:15.435","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Baba Ka Gurl (feat. Felo Le Tee, Bhejane, Thando, Ceeka RSA).mp3","",""
"0","","","Rebound (feat. Ceeka RSA)","Nandipha808/Ceeka RSA/Felo Le Tee/LeeMcKrazy","Iyndaba Zakhona (feat. Felo Le Tee, LeeMcKrazy, Ceeka RSA)","2023","0","","","","","11A","113.0000","6:56","320","-6.93534 dB","mp3","2025-08-28T20:16:15.497","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Iyndaba Zakhona (feat. Felo Le Tee, LeeMcKrazy, Ceeka RSA).mp3","",""
"0","","","Nigerian Beats","Sola Akingbola","Ifanla","2013","0","","","","","12B","114.0000","2:16","320","-3.9127 dB","mp3","2025-08-28T20:16:15.542","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Ifanla.mp3","",""
"1","2025-09-07T12:49:29.000","","Corpo e Canção (Club Mix)","Antdot/Maz/Letícia Fialho","Corpo e Canção - Club Mix","2024","0","","","","","10A","122.0000","4:35","320","-9.21221 dB","mp3","2025-08-28T20:16:15.587","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Corpo e Canção - Club Mix.mp3","",""
"0","","","Flying","Capleton/ikeed","Flying","2025","0","","","","","2A","130.9167","2:59","320","-7.34928 dB","mp3","2025-08-28T20:16:15.608","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Flying.mp3","",""
"0","","","Brisa","Maz/Antdot/Jéssica Gaspar","Brisa","2023","0","","","","","8A","123.0000","5:33","320","-9.48746 dB","mp3","2025-08-28T20:16:15.652","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Brisa.mp3","",""
"0","","","Povoada (Remix)","Sued Nunes/Maz/Antdot","Povoada - Remix","2023","0","","","","","3A","124.0000","4:17","320","-9.13752 dB","mp3","2025-08-28T20:16:15.718","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Povoada - Remix.mp3","",""
"1","2025-09-07T12:55:19.000","","ICU","General C'mamane","ICU","2023","0","","","","","6B","126.0000","5:16","320","-10.5959 dB","mp3","2025-08-28T20:16:15.760","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/ICU.mp3","",""
"0","","","Rebound (feat. Ceeka RSA)","Nandipha808/Ceeka RSA/DEMOLA/Mellow & Sleazy","BlueBerries (feat. Mellow & Sleazy, Ceeka RSA)","2023","0","","","","","4A","113.0000","7:56","320","-4.5546 dB","mp3","2025-08-28T20:16:15.782","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/BlueBerries (feat. Mellow & Sleazy, Ceeka RSA).mp3","",""
"0","","","15k App","General C'mamane","FM","2022","0","","","","","5B","126.0000","5:44","320","-5.49404 dB","mp3","2025-08-28T20:16:15.870","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/FM.mp3","",""
"0","","","The Young Prince of Gqom","General C'mamane/Siboniso Shozi/Sizwe Mdlalose","Insimbi Yase Afro","2023","0","","","","","2A","126.0480","5:38","320","-3.71868 dB","mp3","2025-08-28T20:16:15.959","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Insimbi Yase Afro.mp3","",""
"0","","","Rebound (feat. Ceeka RSA)","Nandipha808/Ceeka RSA/KING911/TriggaPablo","Rebound (feat. TriggaPablo, KING911, Ceeka RSA)","2023","0","","","","","7A","112.0000","7:17","320","-7.78614 dB","mp3","2025-08-28T20:16:16.023","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Rebound (feat. TriggaPablo, KING911, Ceeka RSA).mp3","",""
"0","","","Amana","Maz/VXSION","Amana","2024","0","","","","","10A","123.0000","5:38","320","-8.09357 dB","mp3","2025-08-28T20:16:16.090","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Amana.mp3","",""
"0","","","The Young Prince of Gqom","General C'mamane","Kwangoku","2023","0","","","","","2A","126.0000","5:07","320","-9.13562 dB","mp3","2025-08-28T20:16:16.113","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Kwangoku.mp3","",""
"0","","","Mozambique","TheGqomBoss/General C'mamane","Mozambique","2025","0","","","","","9A","126.0000","5:38","320","-10.5036 dB","mp3","2025-08-28T20:16:16.156","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Mozambique.mp3","",""
"0","","","Rebound (feat. Ceeka RSA)","Nandipha808/Ceeka RSA/Stakev","Rekere 2.5 (feat. Stakev, Ceeka RSA)","2023","0","","","","","5A","112.0000","7:38","320","-3.38683 dB","mp3","2025-08-28T20:16:16.177","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Rekere 2.5 (feat. Stakev, Ceeka RSA).mp3","",""
"0","","","How Should I... Part I","Sola Akingbola","Everyday","2024","0","","","","","5A","146.6667","4:27","320","-7.81029 dB","mp3","2025-08-28T20:16:16.241","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/Everyday.mp3","",""
"0","","","4 Da Ho's","Uncle Waffles/Royal MusiQ/Uncool MC/Xduppy/CowBoii","ZENZELE (feat. Royal MusiQ, Uncool MC, Xduppy, & CowBoii)","2024","0","","","","","1A","113.0000","4:33","320","-3.62245 dB","mp3","2025-08-28T20:16:16.266","../../../Volumes/Macintosh HD/Users/eliezer/Downloads/SpotiDownloader.com - forDownload - 2/ZENZELE (feat. Royal MusiQ, Uncool MC, Xduppy, & CowBoii).mp3","",""
